sin,cos,sin2x,cos2x,3sinx,3cosx,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
0,1,0,0,0,0,2.469286921,0.8953409,3.469853113,0.914043584,1.914935914,0.837201437,2.231267361,0.568461819,0.266728519,1.518511616,-0.4294659,-1.149906853,-0.801816368,1.033156199,-0.238380058,0.727150822,-0.832467753,-0.273405031,0.458394145,-0.186171678,-0.588995502,-2.379484354,0.0342878952,-0.652647784,-0.607898398,-0.330243945,2.563362312,-0.386716072,-1.455548232,-0.313338242,-1.22758331,0.828812756,-0.523867238,-3.057599578,-2.245671689,-0.386941843,-0.525210373,-0.561304521,-2.972867375,-0.5405008,-1.569371198,0.631363394,-0.106957503,1.386439194,-0.456011798,1.703581779,0.277267449,1.816052552,-1.611921805,-1.023623958,-0.363522075,-3.097754687,0.705203385,2.942498156,0.219051392,1.509208587,0.231014545,1.242946122,1.992847506,-0.984055269,0.552987071,-0.190700035,-0.00242553824
0,1,0,0,0,0,-0.670288259,0.280298226,2.853470463,0.112449201,1.256582702,-0.00706929688,1.547171686,0.865070719,1.676400753,1.404803654,-0.271223164,0.533249342,0.929865088,0.179667187,-0.294972755,1.522058292,-0.212455172,-0.401062115,-0.0723747931,-2.343136311,-2.392245592,-0.716893096,0.53608427,-0.497263689,-0.545100289,-2.18311358,-0.108535482,-0.440701463,-1.028914949,-1.907697659,-0.918205277,-0.416977581,0.452717847,-0.727147363,-2.14008038,-1.465719744,-2.115781189,0.607752394,-2.621734161,-2.396582385,-3.114598492,-0.55166025,-0.850639792,-0.746295415,0.637321245,1.749927688,-2.245983605,-0.523169961,-1.280573586,-0.562171025,-1.170478777,-0.323619239,1.461718435,1.075529143,-0.625478137,1.899266251,-0.235849469,0.657593156,-0.727162944,0.629500978,1.944662762,2.788901818,1.256649464
0,1,0,0,0,0,0.764340655,0.830104841,0.796155454,0.544656774,1.146781026,0.39120818,0.198706343,3.165493929,0.0292913744,2.130277723,0.00749547334,-0.446373961,0.827399325,0.993532409,2.379283317,-0.454400042,0.063329097,0.9159312,-0.739497407,-1.900347886,0.913184609,0.300680022,-1.367662864,-1.517031339,-2.283607222,-1.882380451,-0.587977759,-1.825405626,0.924223087,0.0415396011,-0.228036772,-0.843568841,-1.616402228,-0.404251714,-0.208341742,-1.210748318,-2.162255408,0.173751149,-1.599082293,0.198563673,-0.0698716704,0.199191999,0.1610933,0.352926043,-0.791966403,-2.040671094,-0.586782409,-0.871182494,0.977917353,0.105085452,-2.653139813,-0.692091637,0.734037355,1.379533911,1.378365103,2.126750092,1.056488045,-0.100868206,1.946541192,2.948238201,1.597826386,1.461855886,1.337513783
0,1,0,0,0,0,-0.751125893,2.543562405,-0.306903038,-0.283754133,0.0409121206,-0.619911084,0.0426628681,1.989171135,-0.91364925,1.454884016,-1.071998945,0.53896947,0.511027602,0.816197316,-0.298052515,0.272520949,-0.0549697313,-1.041591751,-0.0981013909,1.012053778,-0.300673417,0.0205842577,-0.681204577,-0.773403686,1.597235906,-0.633206744,-0.351258745,-2.896906472,-2.923558565,-1.72400731,1.280693989,0.500477646,-2.371652153,-1.883728929,0.369374535,-0.155479015,0.440724419,0.0751281392,-0.959578627,-1.601937049,-1.299588615,-1.106277944,0.121177294,-0.304276833,-2.236266966,1.075054371,-0.10562077,0.836232095,1.211986307,0.698742032,-0.0244927861,1.641843657,1.116247013,0.545244198,1.579168049,0.610306992,0.836244454,1.060607957,1.967298311,1.208343943,-1.769359437,-0.273348312,1.551249663
0,1,0,0,0,0,1.485388546,-0.366362588,0.857873522,0.404586582,1.852086407,-0.390980798,0.489242108,0.763867877,1.905268051,-0.268051299,0.0233450062,1.33970396,1.179954377,0.882565694,2.222247452,-1.108781193,0.433396673,0.0242169185,0.0208949089,-0.0977707683,-1.729751442,-0.239010308,-0.365144443,1.446711635,-1.074588145,0.554304667,-0.659043506,-0.777371389,-0.476788965,-1.169831026,-2.715931689,-1.423027991,-1.447503022,-0.916141599,-0.717068508,-0.886668208,-0.233298677,-1.472877929,-1.463258769,-0.437254899,-0.779505177,-1.549542975,0.385104448,-0.989046061,-0.761193104,0.592190366,-1.276928732,-0.347104824,1.648122873,1.814151783,1.252382611,2.060072571,-0.678980122,0.986609765,0.0039926213,2.378513841,0.287488073,0.557101052,1.319837708,1.550381087,2.170723507,1.29619042,0.587780784
0,1,0,0,0,0,0.517739223,0.383981184,0.936701177,0.473502657,0.295192486,-1.78096296,3.409768917,0.349119224,-0.382812815,-1.080465914,0.54482877,1.293896351,0.343749332,-1.928156078,1.226380733,1.030147389,-0.0865970844,-0.00933621271,-0.306929055,1.003680658,-2.828868165,-0.954520774,-1.933645583,0.722272368,-1.413952287,-1.187962447,-0.942194254,-0.498006174,-1.369174861,-0.389296078,-2.064231211,-0.652326917,-1.874201792,0.264159481,-0.248373301,-0.86585112,-0.431468914,-1.108594995,1.52579697,-3.63460907,0.131932263,0.771795905,1.534585722,0.91972869,0.677640848,-1.033734125,-1.153371682,-0.593985427,-1.168785896,-0.383307898,-0.527792376,-1.330449338,2.103799383,1.382739608,1.155267851,2.042687186,0.454009813,1.858701863,0.788213886,0.806466166,1.360540053,1.621744332,1.121434622
0,1,0,0,0,0,2.196480113,-0.56734782,0.879271123,1.541287149,3.400795716,1.058929212,2.690750285,-0.363061458,0.532988465,0.590273631,2.087127324,0.895709901,1.322508608,0.682956261,0.722040402,0.647925808,-0.851275937,-0.0112070322,-0.975498239,-1.034403395,-0.899226281,0.0867661532,-0.924758336,-0.574244314,-0.858917474,-1.765819455,-0.973608576,0.578640984,-0.0950739657,-1.028789041,1.837274551,-0.34638465,-0.584929031,-1.377474425,-0.789118833,-0.462517244,-1.641974565,-2.129515011,-0.599205488,-0.274073256,-1.252040023,-1.614330198,-0.772000072,-0.360534334,0.481974613,-1.395579932,-2.073778733,-0.214182799,1.202710088,1.681471745,-0.0464798491,-0.152926309,-0.413689375,0.531704701,0.267187938,0.15353972,1.1817279,-0.627198588,1.226370693,0.478073243,0.877683885,0.932510525,0.203557013
0,1,0,0,0,0,0.039474885,1.430116944,0.161812163,0.837799141,0.127718181,1.017869075,1.146434806,1.090118912,0.23614551,1.013600293,1.931960706,1.180826703,1.294316675,2.086139485,-0.853311103,-0.613416681,1.292135781,2.662749107,-0.23376102,0.793590953,0.523002263,-0.435248188,-0.499899708,0.420274971,-1.250637784,-2.049291117,-0.222497737,-3.529698294,-1.523542264,-2.140738899,1.499481297,-2.15118858,1.433349239,0.851827136,-0.529039054,0.142065229,-0.894796121,-1.10899684,-1.727099401,0.271510029,-1.931337384,-0.0966369007,1.31635774,0.547083487,-0.924345385,-1.030715814,-0.658299253,0.0727466526,1.041757351,-0.413840534,1.267477497,-1.184292507,-1.212529708,-0.36727225,1.374741141,1.476181748,1.724708608,1.855608246,2.52363154,1.337550225,-0.516800035,3.488262043,1.026213892
0,1,0,0,0,0,1.105439519,2.521103484,0.304480039,1.302996701,1.038711013,1.103184205,1.040976172,-0.120201848,0.71757891,0.463523175,0.279710465,1.280579946,1.990514834,-0.0443099514,1.087059802,-1.158385893,-1.085044793,-0.663912678,0.0722798078,-0.0364862743,-0.943913673,0.0615004386,-0.712480449,-0.790806707,-0.447272884,-1.521465703,-2.898672586,-2.178075994,-0.629024979,0.696039384,-1.682685656,0.33412199,-1.886898519,-1.135271318,-0.835117792,-0.0446745267,-1.133088616,-0.309772601,-0.0901897029,-1.54294383,0.0150299891,-0.45035665,-0.468493269,-0.546026471,0.121049238,-0.298485926,-1.753328584,-1.235301735,-0.157340004,-0.442942855,0.262956514,0.658517256,-1.311723681,-1.755683193,0.181053914,0.437420444,0.430462425,0.580390667,0.758102694,-0.14548044,2.274834824,-1.053975433,-1.768089656
0,1,0,0,0,0,0.365687924,0.674757402,0.584720925,1.90142521,0.385141009,-0.329339079,1.212125297,0.575325944,-1.906270921,-1.422259619,0.339591776,1.297318506,0.275380144,-0.820073047,1.599719164,1.05716387,-0.683393947,1.361062478,1.380727435,0.610394571,0.192067123,0.11182565,-0.661381382,-0.178715053,0.481238761,-1.259112934,-1.668823941,0.533034876,-1.58445013,1.474190921,-0.465039549,-1.049840217,-0.70989641,-0.0616413847,-3.312854153,-0.964059743,0.215199921,-2.98619012,-1.690601876,-2.441457357,-0.885620419,0.628996577,-0.401503688,-0.514317275,0.628619604,0.16583507,-0.739510489,-1.250261447,0.147095914,0.847595185,-2.096220536,-0.409723114,2.227444049,1.387662612,-0.3230355,1.46443624,0.883550775,2.33388158,0.776711185,-0.140362884,3.337703078,0.512259982,0.47985705
